id,p_fused_raw,p_fused_bcts,p_cnn,p_vit,branch_disagree,p_empirical_corr,p_em_corr,pred_original,pred_empirical,pred_em_corr,pred_disagree
000178.jpg,0.00018786279542837292,0.005875871516764164,0.0002353035961277783,0.00014042199472896755,9.488160139881074e-05,0.004206551093648777,0.006677518009284854,0,0,0,0
000179.jpg,0.03989267721772194,0.18149839341640472,0.00015055964468047023,0.07963479310274124,0.07948423345806077,0.13680104520155445,0.20140601771729494,0,0,0,0
000180.jpg,0.02622482366859913,0.1421719789505005,0.00369038013741374,0.04875926673412323,0.04506888659670949,0.10590634588929052,0.15860190369139973,0,0,0,0
000181.jpg,0.9605889320373535,0.9412309527397156,0.945530354976654,0.9756475687026978,0.0301172137260437,0.9196561663991745,0.947958649620794,1,1,1,1
000182.jpg,0.9994854927062988,0.9967089891433716,0.9999351501464844,0.9990358352661133,0.0008993148803710938,0.9954012901693841,0.99710525100427,1,1,1,1
000183.jpg,0.04196159169077873,0.18681615591049194,0.011161978356540203,0.07276120781898499,0.06159922946244478,0.14103485389762085,0.2071594179589461,0,0,0,0
000184.jpg,0.9962164759635925,0.9875240325927734,0.9999995231628418,0.9924334287643433,0.007566094398498535,0.9826302828944745,0.9890140613878988,1,1,1,1
000185.jpg,0.6259996294975281,0.7261676788330078,0.9956446886062622,0.25635460019111633,0.7392900884151459,0.6546123945830153,0.751002060425887,1,1,1,0
000186.jpg,0.00037679035449400544,0.009344353340566158,0.0003686421550810337,0.0003849385248031467,1.6296369722113013e-05,0.0066962835380501694,0.01061415357078683,0,0,0,0
000187.jpg,0.04598916694521904,0.1967916488647461,0.006762986537069082,0.08521534502506256,0.07845235848799348,0.14901372128742532,0.21793008249762427,0,0,0,0
000188.jpg,0.2937544286251068,0.5101119875907898,0.001768245710991323,0.5857406258583069,0.5839723801473156,0.42667364511275196,0.5421874754598552,0,0,1,0
000189.jpg,6.135144940344617e-05,0.0027801592368632555,2.211986815936484e-09,0.00012270068691577762,0.0001226984749289617,0.0019885637450585184,0.0031607999280175965,0,0,0,0
000190.jpg,0.0002537780092097819,0.007181507535278797,7.353734190473915e-07,0.000506820622831583,0.0005060852494125356,0.005143178223776943,0.00815982019313847,0,0,0,0
000191.jpg,0.987488865852356,0.9724150896072388,0.9991514682769775,0.9758263230323792,0.02332514524459839,0.9618240197435938,0.975665215692897,1,1,1,1
000192.jpg,0.006275188643485308,0.058902256190776825,0.0004970914451405406,0.012053285725414753,0.011556194280274212,0.04281711250007673,0.06645470639851185,0,0,0,0
000193.jpg,0.11154500395059586,0.3178248405456543,0.0007522749947384,0.2223377376794815,0.2215854626847431,0.24980076970004322,0.3463578876221658,0,0,0,0
000194.jpg,0.9986540675163269,0.9937381744384766,0.9999127388000488,0.997395396232605,0.0025173425674438477,0.9912603451704481,0.9944901580933067,1,1,1,1
